Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember,EstimatedSalary,Exited
Howells,698,Spain,Male,27,6,125427.37,2,No,27654.44,No
Ni,601,France,Female,46,3,98202.76,1,No,137763.93,No
Maslova,769,Spain,Male,41,1,72509.91,1,No,25723.73,No
Forster,850,Germany,Male,44,3,140393.65,2,Yes,186285.52,No
Sun,646,Spain,Female,50,5,142644.64,2,Yes,142208.5,Yes
Bocharova,659,France,Female,44,9,23503.31,1,Yes,169862.01,Yes
Y?an,487,Spain,Male,33,8,145729.71,1,No,41365.85,No
Singh,740,Germany,Female,40,2,122295.17,2,Yes,30812.84,No
Nkemakonam,686,France,Male,39,4,0,2,No,155023.93,No
Chiemenam,612,Spain,Female,36,5,119799.27,2,No,159416.58,No
Angelo,655,Spain,Male,37,8,163708.58,2,No,76259.23,No
Frolov,617,France,Male,34,1,61687.33,2,No,105965.25,No
West,674,France,Female,27,4,79144.34,1,Yes,50743.83,No
Beatham,711,Spain,Male,32,5,0,2,Yes,147720.27,No
Pollard,624,Germany,Female,27,7,104848.68,1,Yes,167387.36,No
Hsing,597,Spain,Male,26,5,0,2,Yes,95159.13,No
Dowse,682,Spain,Male,46,4,0,1,Yes,4654.28,No
Lucciano,775,France,Male,45,8,0,1,No,130376.68,No
Godfrey,727,France,Female,29,1,146652.01,1,Yes,173486.39,No
Gratton,629,France,Male,31,6,0,2,No,93881.75,No
Manning,684,France,Male,46,0,0,2,Yes,36376.97,No
Mazzi,549,Germany,Female,37,1,130622.34,2,Yes,128499.94,No
Wall,593,Germany,Male,69,2,187013.13,2,Yes,105898.69,No
Sims,536,Spain,Male,40,9,0,2,Yes,11959.03,No
Allan,707,France,Female,36,6,0,1,No,98810.78,No
Griffen,592,Spain,Male,41,0,0,2,No,65906.07,No
Russell,703,France,Male,44,6,98862.54,1,No,151516.7,No
Brown,723,Spain,Female,45,4,0,2,No,37214.39,No
Palerma,452,Germany,Male,52,1,98443.14,2,No,92033.98,No
Gilbert,552,Spain,Male,42,4,0,2,No,195692.3,No
Uvarov,633,France,Female,47,0,0,1,Yes,6342.84,Yes
Wisdom,479,Germany,Female,23,9,123575.51,1,Yes,95148.28,No
Hussain,768,France,Male,25,6,0,2,Yes,21215.67,No
Woods,742,France,Male,31,4,105239.1,1,Yes,19700.24,No
Cameron,668,Germany,Male,56,9,110993.79,1,No,134396.64,Yes
Mai,707,Spain,Male,44,3,0,2,Yes,135077.01,No
Gibson,754,Spain,Male,39,7,157691.98,2,No,133600.89,Yes
Grigoryeva,544,Germany,Male,47,5,105245.21,1,No,99922.08,Yes
Gunter,718,Spain,Male,32,8,0,2,Yes,41399.33,No
Arcuri,762,France,Male,31,7,117687.35,1,Yes,159344.43,No
Tung,772,France,Male,23,2,0,2,No,18364.19,No
Smith,691,Germany,Female,37,7,123067.63,1,Yes,98162.44,Yes
Lori,502,France,Male,45,0,0,1,No,84663.21,No
Chidimma,563,France,Female,34,6,0,2,No,36536.93,No
Ting,676,France,Female,41,4,101457.14,1,Yes,79101.67,No
Tsao,576,Spain,Male,52,2,100549.43,2,Yes,16644.16,No
Collee,629,Spain,Male,35,4,174588.8,2,Yes,158420.14,No
Lettiere,625,Spain,Male,52,8,121161.57,1,No,48988.28,No
Fu,628,France,Male,45,9,0,2,Yes,96862.56,No
Bergamaschi,471,Germany,Female,36,5,90063.74,2,Yes,96366.7,No
Dyer,811,France,Female,45,5,0,2,Yes,146123.19,No
Buccho,504,France,Male,42,3,134936.97,2,No,135178.91,No
Jones,687,France,Female,24,3,110495.27,1,No,158615.41,No
Nebechi,660,Germany,Female,37,2,133200.09,1,No,71433.88,No
Ibekwe,548,France,Female,41,4,82596.8,1,Yes,55672.09,No
Gorshkov,609,Germany,Male,31,9,103837.75,1,Yes,150218.11,No
Nweke,659,Spain,Female,42,2,0,1,No,162734.31,Yes
Hairston,526,France,Male,52,8,93590.47,1,Yes,21228.71,Yes
Loggia,725,Germany,Male,40,8,104149.66,1,No,62027.9,No
Morgan,519,Germany,Male,38,1,114141.64,1,Yes,60988.21,Yes
Abdulov,562,Germany,Female,31,9,117153,1,Yes,108675.01,No
Norris,482,Germany,Male,45,7,156353.46,1,No,72643.95,Yes
Clark,535,Spain,Male,37,3,175534.78,2,Yes,9241.52,No
Chukwudi,561,France,Female,27,9,135637,1,No,153080.4,Yes
Perkin,661,France,Female,30,7,0,2,No,72196.57,No
Ch'ang,771,France,Male,27,2,0,2,Yes,199527.34,No
Kang,545,France,Male,26,7,0,2,Yes,156598.23,No
Chukwudi,850,Germany,Female,33,2,83415.04,1,Yes,74917.64,No
Frolova,601,Germany,Male,43,3,141859.12,2,Yes,111249.62,No
Chiu,712,Germany,Male,38,7,132767.66,2,Yes,59115.77,No
Simpson,589,France,Female,31,10,110635.32,1,No,148218.86,No
McLean,600,Spain,Male,37,8,177657.35,1,Yes,77142.32,No
Hu,642,Germany,Male,41,4,157777.58,1,No,67484.6,No
Savage,575,Germany,Male,47,9,107915.94,2,Yes,63452.18,Yes
Wallace,570,Germany,Female,57,5,86568.75,1,Yes,103660.31,No
Winter,532,Germany,Male,52,9,137755.76,1,No,163191.99,Yes
Ho,796,France,Male,30,2,137262.71,2,No,62905.29,No
Su,833,Spain,Male,32,6,0,1,Yes,44323.22,Yes
Li Fonti,642,Spain,Female,36,6,0,2,Yes,97938.59,No
Ives,655,France,Male,28,10,0,2,Yes,126565.21,No
Trevisani,736,Germany,Male,50,9,116309.01,1,No,185360.4,Yes
Bond,617,France,Female,34,0,131244.65,2,No,183229.02,No
Lettiere,762,Germany,Male,28,3,125155.83,2,Yes,106024.02,No
Houghton,703,Germany,Male,35,5,140691.08,2,No,167810.26,No
Lei,507,France,Male,41,3,58820.32,2,Yes,138536.09,No
Stirling,581,Germany,Female,26,3,105099.45,1,Yes,184520,Yes
Grant,593,France,Male,31,9,0,2,Yes,20492.16,No
Baresi,648,France,Male,23,9,168372.52,1,No,134676.72,No
Pearce,462,Germany,Male,34,1,94682.56,2,No,138478.2,No
Rutledge,596,Spain,Male,36,2,0,2,Yes,125557.95,No
Udegbunam,627,France,Female,44,5,0,2,No,82969.61,Yes
Zaytseva,494,France,Male,40,7,0,2,Yes,158071.69,No
Onyemauchechukwu,627,France,Male,73,0,146329.73,1,Yes,43615.67,No
Mullah,850,Spain,Male,37,2,0,2,No,119969.99,No
Candler,632,France,Female,49,5,167962.7,1,No,140201.21,No
Konovalova,490,France,Male,33,1,0,2,Yes,80792.83,No
Lei,715,France,Male,40,7,0,1,Yes,141359.11,No
Hollis,679,France,Male,48,8,0,2,No,23344.94,No
Lionel,619,France,Male,44,3,116967.68,1,No,5075.17,Yes
Francis,465,Spain,Female,33,6,0,2,Yes,95500.98,No
Carter,736,Spain,Male,32,7,0,1,Yes,79082.62,No
Mai,501,Germany,Female,34,7,93244.42,1,Yes,199805.63,No
Johnson,535,France,Female,29,5,0,2,Yes,52709.55,No
Sherman,759,France,Female,33,2,0,2,No,56583.88,No
Sabbatini,819,France,Male,35,1,0,2,Yes,3385.04,No
Shih,533,Germany,Male,43,4,80442.06,2,Yes,12537.42,No
Yao,632,Germany,Female,35,2,150561.03,2,No,64722.61,No
Ko,686,France,Male,60,9,0,3,Yes,75246.21,Yes
Kazakova,687,France,Female,34,9,125474.44,1,No,198929.84,No
Chiganu,667,Germany,Female,33,4,127076.68,2,No,69011.66,No
Nucci,699,Spain,Female,25,8,0,2,Yes,52404.47,No
Marsden,497,Spain,Male,37,8,128650.11,2,Yes,163641.53,No
Serena,780,Spain,Female,33,6,145580.61,1,Yes,154598.56,No
McLean,652,France,Female,51,3,0,1,No,173989.47,Yes
Longo,477,France,Male,47,9,144900.58,1,No,61315.37,Yes
Wilson,652,France,Female,37,4,0,2,No,143393.24,No
Hsiung,488,France,Female,31,8,97588.6,1,No,124210.53,No
Wright,572,France,Male,24,1,0,2,Yes,151460.84,No
Folliero,755,France,Female,38,1,0,2,No,20734.81,No
Johnston,779,Germany,Female,24,10,122200.31,2,No,43705.56,No
Palermo,693,Spain,Female,46,3,151709.33,1,No,180736.24,No
Nwabugwu,530,Spain,Female,22,7,0,2,No,104170.48,No
Endrizzi,738,Spain,Female,33,3,122134.4,2,Yes,27867.59,No
Tuan,690,Germany,Male,31,2,137260.45,2,No,55387.28,No
Udobata,611,France,Female,30,9,88594.14,1,No,196332.45,No
Ibezimako,643,Spain,Male,34,6,0,2,Yes,116046.22,No
Maclean,632,Germany,Male,41,8,127205.32,4,No,93874.87,Yes
Shaw,727,Spain,Female,31,10,96997.09,2,No,76614.04,No
Cummins,508,France,Female,64,2,0,1,Yes,6076.62,No
Lavrentiev,550,France,Male,31,5,142200.19,2,Yes,122221.71,No
Saunders,754,Germany,Female,39,3,160761.41,1,Yes,24156.03,No
Fiorentino,759,France,Male,26,4,0,2,No,135394.62,No
Knight,794,Spain,Male,33,8,0,2,No,91340.02,No
Manfrin,549,France,Male,29,3,0,2,No,146090.38,No
Zetticci,671,France,Male,31,0,116234.61,1,No,172096.08,No
Angelo,756,Germany,Female,26,5,155143.52,1,Yes,135034.57,Yes
Zhdanov,632,France,Female,21,1,0,2,No,84008.66,No
Peck,579,France,Male,38,8,0,2,No,91763.67,No
Uwaezuoke,748,France,Male,34,5,84009.47,1,Yes,137001.1,No
White,488,Germany,Female,28,7,139246.22,2,No,106799.49,No
Greco,710,Germany,Male,58,7,170113,2,Yes,10494.64,No
Chu,619,Spain,Female,41,8,0,3,Yes,79866.73,Yes
Kodilinyechukwu,773,France,Male,64,2,145578.28,1,Yes,186172.85,No
Scott,657,Spain,Male,75,7,126273.95,1,Yes,91673.6,No
Enyinnaya,579,France,Female,26,10,162482.76,1,Yes,18458.2,No
Hao,542,France,Male,29,9,0,1,No,8342.35,No
McElhone,709,France,Female,32,2,87814.89,1,No,138578.37,No
Ko,617,Spain,Male,61,3,113858.95,1,Yes,38129.22,No
Day,568,Germany,Male,43,5,87612.64,4,Yes,107155.4,Yes
Harris,769,France,Female,73,1,0,1,Yes,29792.11,No
Gerald,608,Germany,Male,26,1,106648.98,1,Yes,7063.6,No
Nebeuwa,503,Spain,Male,31,4,0,2,Yes,21645.06,No
Kaodilinakachukwu,608,Germany,Female,38,8,103653.51,2,Yes,137079.86,No
Maruff,731,Germany,Male,37,3,116880.53,1,No,172718.35,Yes
Howe,850,Germany,Female,40,4,97990.49,2,No,106691.02,No
Knepper,591,Germany,Female,34,4,150635.3,1,Yes,72274.84,No
Fennell,579,Spain,Male,37,4,0,2,Yes,32246.63,No
T'ao,570,France,Male,39,10,129674.89,2,No,80552.36,No
Morris,709,France,Female,37,9,0,2,No,16733.59,No
Holmes,611,France,Male,53,3,83568.26,1,No,1235.49,No
Yu,775,Spain,Male,48,4,178144.91,2,No,50168.41,Yes
Walker,699,Germany,Male,36,6,147137.74,1,Yes,33687.9,No
Edwards,618,France,Male,37,5,0,1,Yes,178705.45,Yes
Harvey,704,France,Male,36,3,114370.41,1,Yes,66810.48,No
McDonald,835,Germany,Female,47,5,108289.28,2,Yes,45859.55,Yes
Chambers,714,Germany,Male,39,3,149887.49,2,No,63846.36,No
Reed,581,Spain,Female,43,4,170172.9,1,Yes,100236.02,No
Shih,592,France,Male,27,3,0,2,Yes,19645.65,No
Onyemachukwu,551,France,Male,43,7,0,2,No,178393.68,No
Teng,689,Germany,Female,28,2,64808.32,2,No,78591.15,No
Hand,604,France,Female,56,0,62732.65,1,Yes,124954.56,No
Onyemauchechukwu,514,France,Female,41,7,0,2,Yes,3756.65,No
Bailey,698,France,Male,29,5,95167.55,1,Yes,152723.23,No
Chiang,581,Germany,Female,54,2,152508.99,1,No,187597.98,Yes
Maclean,573,Germany,Male,31,0,134644.19,1,Yes,70381.49,No
Yobachi,449,Spain,Female,33,8,0,2,No,156792.89,No
Munro,850,Germany,Female,31,3,51293.47,1,No,35534.68,No
Chidi,612,France,Male,41,5,0,3,No,151256.22,No
Chamberlain,690,Spain,Male,49,8,116622.73,1,Yes,51011.29,No
Trujillo,599,Spain,Female,49,2,0,2,No,111190.53,No
Tang,498,France,Male,33,1,198113.86,1,No,69664.35,No
Wilson,497,France,Female,29,4,85646.81,1,No,63233.02,Yes
Mann,802,Spain,Male,51,7,0,1,Yes,40855.79,No
Parry,644,France,Male,33,9,141234.98,1,No,95673.05,No
Manfrin,714,France,Male,34,10,0,2,Yes,80234.14,No
Millar,690,France,Female,40,9,77641.99,1,No,189051.59,Yes
Simmons,522,Spain,Male,30,3,0,2,No,145490.85,No
Beneventi,502,Germany,Female,40,7,117304.29,1,No,196278.32,No
Chung,730,Spain,Female,62,2,0,2,Yes,162889.1,No
Maxwell,590,Germany,Male,36,6,92340.69,2,Yes,174667.58,No
Dale,458,Germany,Male,35,9,146780.52,2,Yes,3476.38,No
Stevens,553,Spain,Male,41,6,144974.55,1,Yes,19344.92,No
Wei,479,France,Male,47,1,0,1,No,95270.83,No
Chiu,693,France,Male,31,2,0,2,Yes,107759.31,No
Duncan,707,Spain,Male,43,10,0,2,No,118368.2,No
Brady,636,Spain,Male,37,1,115137.26,1,No,52484.01,No
Macleod,807,France,Male,33,10,101952.97,2,No,178153.65,No
Berkeley,513,France,Female,45,0,164649.52,3,No,49915.52,Yes
Kaur,582,France,Male,31,2,0,2,Yes,33747.03,No
Bell,694,France,Male,32,0,91956.49,1,Yes,59961.81,No
Nwokike,777,France,Male,39,8,0,2,Yes,18613.52,No
Williamson,598,Germany,Male,32,9,123938.6,2,No,198894.42,No
Mountgarrett,762,Germany,Male,46,6,123571.77,3,Yes,57014.17,Yes
Wreford,588,France,Female,34,3,120777.88,1,Yes,131729.52,No
Paterson,663,Germany,Male,42,5,90248.79,1,Yes,79169.73,No
Hou,777,France,Male,36,7,0,1,No,106472.34,No
Smith,592,France,Male,71,4,0,2,Yes,17013.54,No
Peng,631,Germany,Male,48,1,106396.48,1,Yes,150661.42,Yes
Wollstonecraft,725,Germany,Female,47,1,104887.43,1,No,86622.56,Yes
Bolton,850,France,Male,34,2,72079.71,1,Yes,115767.93,No
Corrie,540,France,Male,37,6,0,2,No,141998.89,No
Boyle,674,Spain,Male,36,2,0,2,Yes,182787.17,No
Lambie,553,France,Male,38,3,99844.68,1,No,187915.7,No
Cartwright,630,France,Female,28,1,0,2,Yes,133267.78,No
Lu,466,France,Male,26,3,156815.71,1,Yes,137476.09,No
Pisano,613,France,Male,47,6,146034.74,1,Yes,77146.14,No
Chukwubuikem,558,France,Male,27,1,152283.39,1,No,183271.15,No
Harper,775,Germany,Female,33,1,118897.1,2,Yes,26362.4,No
Wilson,698,Germany,Male,52,8,96781.39,1,Yes,153373.71,No
Ch'in,608,Germany,Male,33,1,102772.67,2,No,70705.58,No
Streeton,670,Spain,Female,20,4,0,2,No,119759.24,No
Ch'ang,591,Spain,Male,39,8,0,2,No,42392.24,No
Pennington,633,France,Male,40,4,150578,1,Yes,34670.62,Yes
T'ien,678,France,Female,46,1,0,2,No,82106.19,No
Liu,590,France,Male,47,3,0,2,No,171774.5,No
Cunningham,705,France,Female,48,0,0,2,No,149772.61,No
Ch'in,608,France,Male,42,10,163548.07,1,No,38866.85,No
Smith,682,France,Female,37,8,148580.12,1,No,35179.18,No
Anderson,596,Germany,Male,32,3,96709.07,2,No,41788.37,No
Forbes,395,Germany,Female,34,5,106011.59,1,Yes,17376.57,Yes
Ansell,578,Germany,Male,37,1,135650.88,1,No,199428.19,No
Chiu,547,Germany,Male,55,4,111362.76,3,No,16922.28,Yes
Yevdokimova,609,France,Male,37,1,39344.83,1,Yes,178291.89,Yes
Chamberlin,774,Germany,Male,36,9,130809.77,1,No,152290.28,No
Johnston,712,France,Female,27,2,133009.51,1,No,126809.15,No
McDonald,585,Germany,Female,28,9,135337.49,2,Yes,40385.61,No
Chen,666,France,Female,32,10,112536.57,2,Yes,34350.54,No
Cattaneo,708,Spain,Female,35,8,122570.69,1,No,199005.88,No
Barclay-Harvey,513,France,Male,44,1,63562.02,2,Yes,52629.73,Yes
Dawson,445,France,Male,37,3,0,2,Yes,180012.39,No
Costa,690,Germany,Male,44,9,100368.63,2,No,35342.33,No
Chikwado,850,France,Male,37,6,0,2,No,109291.22,No
Ch'eng,537,Spain,Female,33,7,136082,1,No,62746.54,No
Harrison,705,Germany,Male,48,9,114169.16,1,No,173273.2,Yes
Crawford,670,France,Female,45,5,47884.92,1,Yes,54340.24,No
Gibson,652,Spain,Female,36,1,0,2,Yes,19302.78,No
Martin,696,Spain,Male,24,9,0,1,No,10883.52,No
Stokes,747,France,Male,49,6,202904.64,1,Yes,17298.72,Yes
Niu,511,France,Female,46,1,0,1,Yes,115779.48,Yes
Ampt,743,Spain,Male,43,2,161807.18,2,Yes,93228.86,Yes
Wynn,532,Germany,Male,52,3,110791.97,1,No,148704.77,Yes
Lawrence,642,Spain,Female,33,9,0,2,Yes,150475.14,No
Wagner,554,Germany,Female,54,6,108755,1,No,40914.32,Yes
Argyle,604,Spain,Female,34,3,0,2,No,38587.7,No
Ofodile,602,France,Female,72,3,0,2,Yes,171260.66,No
Chiemenam,757,Spain,Female,55,9,117294.12,4,No,94187.47,Yes
Akobundu,491,Germany,Male,26,4,102251.14,1,Yes,145900.89,No
Locke,850,France,Male,31,4,0,2,No,152298.28,No
Bullen,521,France,Male,22,5,0,2,Yes,99828.45,No
Forster,726,France,Male,37,2,132057.92,2,No,34743.98,No
Smith,596,France,Male,33,8,0,1,No,121189.3,Yes
Craig,850,Germany,Female,35,7,114285.2,1,Yes,129660.59,No
Archer,637,France,Female,41,9,0,2,No,145477.36,No
McWilliams,690,Spain,Male,32,2,76087.98,1,Yes,151822.66,No
Moss,689,France,Male,40,8,160272.27,1,No,49656.24,No
Townsend,633,Spain,Male,63,4,114552.6,1,No,73856.28,Yes
Brown,555,France,Female,27,8,102000.17,1,Yes,116757,No
Munson,563,Spain,Male,24,7,0,2,No,16319.56,No
T'ien,494,France,Female,33,1,137853,1,Yes,90273.85,No
Shubin,534,France,Male,27,9,0,2,No,161344.13,No
Isayeva,696,Germany,Male,42,7,162318.61,1,No,121061.89,No
Hung,535,Spain,Female,50,1,140292.58,3,No,69531.22,Yes
Webb,600,France,Male,34,0,0,2,Yes,3756.23,No
Scott,807,France,Female,34,1,0,1,No,114448.13,No
Rahman,714,France,Female,52,2,0,1,Yes,144045.08,Yes
Lori,590,France,Male,24,7,126431.54,1,No,58781.11,No
Cooke,614,France,Female,41,3,123475.04,1,Yes,179227.52,No
Volkova,766,Germany,Female,45,6,97652.96,1,No,127332.33,No
Lamb,557,Spain,Male,42,4,0,2,Yes,86642.38,No
Hawes,788,Germany,Female,49,4,137455.99,1,No,184178.29,Yes
Smith,648,France,Female,38,2,0,2,Yes,9551.49,No
Swanton,726,Germany,Female,33,7,99046.31,2,Yes,56053.06,No
Mitchell,773,France,Male,33,9,0,2,Yes,1118.31,No
Colombo,583,Germany,Male,27,4,105907.42,2,Yes,195732.04,No
Shaw,565,Germany,Male,52,5,97720.35,2,No,175070.94,Yes
Shipp,705,France,Male,25,9,0,2,Yes,112331.19,No
Jonathan,685,Spain,Male,43,4,97392.18,2,No,43956.83,No
Hernandez,741,France,Male,29,8,0,2,Yes,115994.52,No
Green,658,Germany,Female,28,9,152812.58,1,No,166682.57,No
Young,575,France,Male,27,3,139301.68,1,No,99843.98,No
Han,844,France,Female,41,10,76319.64,1,Yes,141175.18,Yes
Highland,559,Spain,Male,67,9,125919.35,1,No,175910.95,Yes
Hamilton,725,France,Male,37,6,124348.38,2,Yes,176984.34,No
Yobanna,450,France,Male,29,7,117199.8,1,Yes,43480.63,No
Crawford,738,Germany,Female,57,9,148384.64,1,No,155047.11,Yes
Beavers,642,Germany,Female,19,3,113905.48,1,Yes,176137.2,No
Williamson,618,Spain,Male,32,5,133476.09,1,Yes,154843.4,No
Beneventi,590,France,Male,47,0,117879.32,1,Yes,8214.46,No
Chidumaga,735,France,Male,50,2,0,2,Yes,147075.69,No
Mitchell,550,France,Male,34,8,122359.5,1,No,116495.55,No
Chibugo,729,Spain,Female,28,0,0,2,Yes,31165.06,Yes
Hyde,743,Germany,Male,59,5,108585.35,1,Yes,192127.22,Yes
Alekseeva,555,France,Male,31,8,145875.74,1,No,137491.23,No
Abdulov,667,Spain,Female,36,3,121542.57,2,Yes,186841.71,No
Buckley,790,Spain,Female,41,7,109508.68,1,No,86776.38,No
Howard,727,Germany,Male,34,2,146407.11,1,Yes,72073.72,No
Peel,744,France,Female,39,6,0,1,No,10662.58,No
Herz,629,Germany,Male,35,8,112330.83,1,Yes,91001.02,No
Holden,619,France,Female,35,4,90413.12,1,Yes,20555.21,No
McLean,634,France,Male,34,8,105302.66,1,Yes,123164.97,No
Findlay,608,Spain,Female,35,6,0,2,Yes,143463.28,No
Wyatt,507,France,Female,35,1,0,2,No,92131.54,No
Rapuluolisa,536,Germany,Female,35,4,121520.36,1,No,77178.42,No
Buckland,730,Spain,Female,43,1,103960.38,1,Yes,193650.16,No
Hargreaves,583,Germany,Male,39,8,102945.01,1,No,52861.89,No
Onyeoruru,644,France,Female,24,8,92760.55,1,No,35896.75,No
Salas,790,Spain,Male,37,8,0,2,Yes,149418.41,No
Laney,807,Germany,Female,40,1,134590.21,1,Yes,46253.65,No
Fu,581,France,Female,37,10,104255.03,1,No,86609.37,No
Tien,627,Spain,Female,55,6,0,1,No,91943.94,Yes
Sazonova,850,France,Male,41,3,0,2,No,128892.36,No
Tuan,754,France,Female,35,4,0,2,No,44830.71,No
Wei,551,Germany,Male,50,1,121399.98,1,Yes,84508.44,Yes
Bergamaschi,637,Germany,Male,35,8,147127.81,2,Yes,84760.7,No
Taylor,699,Spain,Male,31,8,125927.51,2,No,147661.47,No
Messersmith,542,France,Female,25,7,0,2,Yes,82393.08,No
Coles,640,Germany,Male,48,1,111599.32,1,Yes,135995.58,No
Brookes,553,France,Female,27,3,0,2,No,159800.16,No
Reid,741,France,Male,38,9,0,2,No,14379.01,No
Etheridge,598,France,Male,35,8,114212.6,1,Yes,74322.85,No
Jolly,660,Spain,Female,42,5,0,3,Yes,189016.24,Yes
Chizoba,618,Spain,Male,41,4,115251.64,1,No,136435.75,No
Eberegbulam,647,France,Male,43,9,0,2,Yes,78488.39,No
Pagnotto,491,France,Female,68,3,107571.61,1,Yes,113695.99,No
Lucchesi,652,France,Female,32,2,0,2,No,54628.11,No
Hughes,650,Germany,Female,45,9,152367.21,3,No,150835.21,Yes
Panicucci,413,Germany,Male,39,1,130969.77,2,Yes,158891.79,No
Burns,416,Germany,Female,25,0,97738.97,2,Yes,160523.33,No
Ricci,629,Spain,Male,34,8,0,2,Yes,180595.02,No
Lambert,678,Spain,Female,40,4,113794.22,1,No,16618.76,No
Esposito,527,Spain,Male,28,6,128396.33,2,No,79919.97,No
Benson,743,Spain,Female,48,5,118207.69,2,No,186489.14,Yes
Botts,683,Germany,Male,73,9,124730.26,1,Yes,51999.5,No
Parkes,536,France,Female,41,9,0,1,No,121299.14,No
Mai,663,Spain,Male,52,0,136298.65,1,No,144593.3,Yes
Castiglione,646,France,Female,38,2,0,2,No,178752.73,No
Manna,707,France,Male,35,2,0,3,Yes,94148.3,No
Lin,602,France,Male,34,5,0,2,Yes,77414.45,No
Fink,635,France,Female,47,2,125724.95,2,No,63236.97,No
Baresi,597,France,Male,67,2,0,2,Yes,108645.85,No
Morehead,503,France,Male,38,1,0,2,Yes,95153.24,No
Afamefuna,524,Spain,Female,64,5,0,1,No,136079.64,Yes
Greco,700,France,Male,46,5,95872.86,1,No,98273.01,Yes
Balashova,692,France,Male,33,9,0,1,No,113505.93,Yes
Bogdanov,562,France,Male,37,2,0,1,Yes,52525.15,Yes
Lowe,679,France,Male,37,7,74260.03,1,No,194617.98,No
Ponce,603,Germany,Male,35,1,123407.69,1,No,152541.89,Yes
Trevisano,720,Spain,Male,33,3,123783.91,2,Yes,142903.44,No
Gardner,797,France,Male,24,5,0,,No,182257.61,No
Lorenzo,594,France,Male,36,6,153880.15,1,No,135431.72,No
Palmer,529,France,Female,31,7,0,2,Yes,175697.87,No
Zuyeva,606,Germany,Female,32,1,106301.85,2,Yes,59061.25,No
Jen,621,Spain,Female,40,7,0,2,Yes,131283.6,Yes
Alekseeva,513,France,Female,43,9,0,2,No,152499.8,No
Manfrin,753,Germany,Male,44,3,138076.47,1,No,15523.09,Yes
Chiemenam,605,France,Female,30,9,135422.31,1,Yes,186418.85,No
Chiemenam,574,Spain,Female,37,7,0,2,No,32262.28,No
Clark,726,France,Female,38,5,126875.62,1,No,128052.29,No
Fanucci,611,Spain,Female,28,3,96381.68,2,No,181419.29,No
Cattaneo,593,Germany,Female,41,4,119703.1,2,Yes,109783.29,No
Udinesi,466,Germany,Male,41,2,152102.18,2,No,181879.56,No
Bentley,741,Germany,Female,36,0,127675.39,2,No,74260.16,No
Holmes,684,Germany,Female,44,2,133776.86,2,Yes,49865.04,No
Austin,550,Spain,Female,33,9,72788.03,1,Yes,103608.06,No
Mackenzie,593,Spain,Male,26,9,76226.9,1,No,167564.82,No
Booth,601,Germany,Male,48,9,163630.76,1,Yes,41816.49,Yes
Collier,676,Spain,Female,30,5,0,2,No,179066.58,No
Hs?,556,France,Female,46,10,0,2,No,109184.24,No
Oluchukwu,719,France,Male,36,3,155423.17,1,Yes,199841.32,No
Sung,850,Germany,Male,55,0,98710.89,1,Yes,83617.17,Yes
Marino,649,Spain,Female,49,2,0,1,No,84863.85,Yes
Vinogradov,509,Spain,Male,41,7,126683.8,1,Yes,114775.53,No
Burns,684,France,Male,33,4,140700.61,1,No,103557.93,No
Fanucci,806,Germany,Male,30,8,168078.83,1,No,85028.36,Yes
Chukwujamuike,729,Spain,Male,44,4,107726.93,2,No,153064.87,No
Flynn,683,France,Female,33,9,0,2,Yes,38784.42,No
Chao,689,Spain,Female,63,1,0,2,Yes,186526.12,No
Yeh,672,Germany,Female,21,1,35741.69,1,No,28789.94,No
Klein,602,Germany,Female,53,5,98268.84,1,Yes,45038.29,Yes
Mahmood,739,France,Female,20,4,133800.98,1,Yes,150245.81,No
Tu,618,France,Female,21,2,125682.79,1,No,57762,No
Shcherbakov,674,France,Female,42,9,0,2,No,4292.72,No
Zetticci,762,France,Male,26,6,130428.78,1,No,173365.89,No
Carr,790,Spain,Male,37,6,0,2,Yes,119484.01,No
Browne,754,Spain,Female,27,8,0,2,No,121821.16,No
Feng,729,France,Male,44,6,0,2,No,151733.43,No
Ferguson,606,Germany,Female,47,0,137138.2,2,Yes,53784.22,No
Shaw,616,France,Male,23,8,73112.95,1,Yes,62733.05,No
Palermo,772,France,Male,47,9,152347.01,1,Yes,17671.78,No
Moore,652,Spain,Male,41,8,115144.68,1,No,188905.43,No
Huang,743,France,Male,43,5,0,2,No,113079.19,Yes
Gray,793,France,Male,39,3,137817.52,1,No,83997.79,No
Sokolova,743,Spain,Male,45,7,157332.26,1,No,125424.42,No
Henderson,746,France,Male,37,2,0,2,No,143194.05,No
Mosley,627,Germany,Female,39,5,124586.93,1,No,93132.61,Yes
Nnaemeka,713,Spain,Male,38,6,116980.78,2,Yes,76038.38,No
Everett,678,Spain,Female,40,3,128398.38,1,No,168658.3,No
Goddard,540,Spain,Male,39,1,0,1,Yes,108419.41,No
Kuo,615,Germany,Female,33,3,137657.25,2,Yes,171657.57,No
Bianchi,415,Spain,Male,53,5,167259.44,1,Yes,22357.25,No
Rouse,628,France,Female,45,8,0,2,No,193903.06,No
Nwoye,700,France,Male,26,4,119009.57,1,No,141926.43,No
Greco,623,Germany,Male,33,2,80002.33,1,Yes,104079.62,No
Fang,623,France,Female,37,4,140211.88,1,Yes,93832.33,No
Chiemenam,679,France,Female,44,3,118742.74,2,No,1568.91,No
